text,polarity
شكراً واتمنى لكم التوفيق والنجاح,-1
جميلة وجذابة ولكن اللون لا يثبت جميلة وجذابة ولكن اللون لا يثبت جميلة وجذابة ولكن اللون لا يثبت جميلة وجذابة ولكن اللون لا يثبت جميلة وجذابة ولكن اللون لا يثبت,-1
اشتريت اللون الاسود لانه اساسي واتمنى ان اجد في سوق دوت كوم مثله كثير من جميع الالوان,1
ناقص لايوجد به شاشة الريموت لايعمل لا يشغل mp3 لايستفاد من هذا الجهاز,-1
انصح الجميع بها .,1
رائعة جدا وسهلة الحمل والتنقل ويستخدم للأمور التعليمية والترفيهية على حد سواء,1
الجهاز لا يحسب الريال السعودي يحسب فقط عدد الأوراق المدخلة : يعني تضع عشرة أوراق من فئة مئة ريال يطلع الناتج عشرة,-1
عملية جداً مع إمكانيات ممتاز للأعمال المكتبية,1
لا تصلح,-1
السلعه غير مجديه ولا تفيد للغرض المشتراه من اجله  استخدمتها بعد ان اشترتيها من هذا الموقع وليس فعاله وانصح بعدم شراءها,-1
ممتاز واشكر البائع,1
جهاز لا بأس به حيث يقوم بتغطية واسعة .. ويعطي في البداية سرعة لا بأس بها من السرعة الموجودة على المودم الرئيسي ثم بعد فترة تضعف السرعة .. وكلما بعدت عن الجهاز تضعف السرعة أكثر فأكثر مع وجود علامتين الى ثلاث من قوة الاشارة.. وانصح به لمن يريد تقوية الشبكة لأغراض الواتس والايميل وما شابه .. اما اغراض التحميل والتصفح فلا.,0
سلعة ممتازه وسريعه وسهل الاستخدام  انصح بها لصديق,1
سلعه ممتازه  جهاز عملي ورخيص ومفيد وفيه كل ما هو مطلوب انصح كل من يرغب امتلاك جهاز راوتر  وانصح بها لصديق,1
سامسونج SM-V101F ميني راوتر جهاز نحيف وسريع وبطارية تدوم اكثر من 8 ساعات ولايوجد بها حرارة مثل بعض الروترات,1
لم اتمكن سابقا من الحصول على ارسال للمودم في داخل البيت لكن مع هذا الجهاز تمكنت من الحصول على ارسال بالداخل,1
راوتر ممتاز وسعرة جيد وحسب المواصفات,1
ممتاز وانصح فيه كل صديق,1
اتوقع ان الساعة مفيدة في السفر,1
رااااااائع جدا جدا أشكر البائع على مصداقيته,1
عيبه لونه انقلب وتغير يعني مو ضد الماء وصراحه سيئه جدا اانقهرت عليها,1
جدا رائع وخفيف,1
المنتج مضروب,-1
جدا جدا جدا روعة حسب المواصفات في الصورة ... شكرا لمصداقية البائع وشكرا لـ ( سوق كوم ),1
روعةة بكل م تعنيه الكلمة,1
صراحة تفاجئت بالخاتم سيئ جدا لونه كانه مكتم بزياده وتحسه مطعج وغير مصقول كانه فيه مثل حبات الرمل صراحه لا انصح بهذه السلعه,-1
روعه وأنيق لكن لم أحصل على هديه من البائع,1
[لقد استلمت السلعه وهي جيدة ومميزة وابداع ومتناسق مع يدي ماشالله ابداع وخيالي ياليت يكون فيه زيه بس باشكال اخرى,1
الخاتم عكس المتوقع الكتابة عليه باللون الرصاصي الباهت يصعب ملاحظتها عكس ما جاء بالصورة إنها باللون الذهبي الواضح سمك الخاتم ضعيف لكن اشكر البائع التزم بميعاد الارسال لكن خاب ظني  توقعت ان يكون على اقل تقدير يشبه خاتم سلسلة Lord of the Rings  و لكنه بعيد إلى حدا ما عنه,-1
الخاتم ذو تصميم رائع جذاب ودقيق التصنيع وشديد اللمعه ورائع على اللبس ممكن جدا يكون هدية رائعه ......,1
انيق,1
خواتم جميلة,1
ممتاز و شكله انيق وسرعة التوصيل,1
حميل,1
جميلة وأنيقة,1
جميييييييييييييييييييييييلة جدا جدا,1
جيده جدا بالنسبة لسعرها,1
جيد لكن سعره مبالغ فيه,-1
لا أنصح بشرائها لأنك تستطيع شراء نوع آخر أفضل بنفس السعر فهذه سجادة لاتقي من الشمس خاصة إذا صليت في باحة المسجد في الظهر,-1
مريحه في السجود ولكنها ليست مرنه عند الطي كانها فراش صغير.,1
جهاز جيد وسهل الاستخدام  والدخول على الاعدادات بالعربي وتوزيع الاشارة لمسافة بعيدة ممتازة,1
لا تعمل علي الجيل الرابع تعمل علي الجيل الثالث فقط واستفسرت من مكتبه جرير,0
افضل مودم استخدمته حتى الآن,1
الراوتر جدا رائع و سريع مع شريحة اس تي سي 4 جي والبطارية ما شاء الله مرره قوية وتطول و انصح فيه صراحة احسن من جهاز اس تي سي,1
الجهاز جدا رائع,1
اكثر من رائع,1
الراوتر رائع ومفيد جداً وسهل جداً .... أنصح بشرائه,1
المصداقيه بالعروض المقدمه من الشركه لا ان يكون تخفيض بالسعر ويتفاجء العميل بالخدمات السيئه بعد البيع وان تكون العروض كما صحيحه و واقعيه,-1
راوتر ممتاز وسرييييييييييييييع,1
السلعه ممتازة جدا في الشبكه والجوده والسرعه,1
"حقيقه من تجربتي الجهاز ممتاز للأشخاص المتنقلين حيث انه يوفر نت في أي مكان تتواجد فيه شبكة اتصالات ومن ايجابياته انه لدي راوتر 4g وجاء معه شريحة بيانات صرت أخذ شريحة الراوتر واركبها ع الراوتر المتنقل وشغال ميه ميه ,هاذا ودعواتكم لنا بالتوفيق",1
هناك اسعار بنفس الجودة ونفس حجم الكمية وبقيمة 80 ريال,-1
رأيت هذه السلعة في أسواق التجهيزات الصوتية - بسعر لا يتعدى ال، 1150 ريال سعودي,-1
- إيجابيات و سلبيات كرت التقاط فيديو 4 قنوات| وصلة أربعة مداخل من ايزي كاب EasyCAP 4 channels USB DVR CCTV Camera Audio Video capture card Monitor Adapter Recorder,-1
ممتازة استفدت منها كثيرا في الطائرة و المطار و عند الرحلات البرية و البحرية ..... العيب الوحيد فيها انها تاخذ وقت طويل في الشحن,1
انصح بيه كونه عملي ومفيد,1
في انتظار البوليصة حتي يتم ارجاع الشحنة,-1
سعر مناسب,-1
الون ابيض غير اللون المذكور بالسلعه,1
المنتج صيني وحجمه غير مطابق 100% لحجم البطارية الأصلية مايجعل هناك مشكله,-1
منتج ممتاز وتغليف رائع وصوت نقي مميز وواضح وقوي  كعادة شركة كريتيف  .,1
جهاز رائع فعلا دقة الوضوح عاليه جدا وجميع ملحقاته كانت كامله,-1
أول شي مكوناته ناقصة لا ارسلوا سلك ولا واصل بين الجهاز والحاسب ثانيا لا يصلح لمدرسة ولا لبيت لانه ما يطع صور واضحة وانارته جدا ضعيفة والله ما يستاهل ولا نجمة واحدة,-1
سهل الحمل وصغير وسهل الاستخدام. صورة العرض بحجم شاشة التلفاز. للأسف لايوجد كابل للشحن ولا كابل HDMI type A to type A ولايوجد كابل متوافق مع اجهزت الابل. كتاب الارشادات غير واضح بخصوص التوصيلات.,1
تم استلامها مكسورة  ، ولم تكن مثل شكلها المعروض في الموقع ، وصغيرة الحجم ، والمايك سلكه قيره ظننتها لا سلكية ، وسعرها ليس مناسبا لإمكانتها,-1
غير جيد الدقه والوضوح سيئة,-1
ممتازه من كل التجاهات صغر الحجم التحكم عرض في اي مكان عرض جميع المديا سهل الاستخدام,1
- إيجابيات و سلبيات جهاز إضاءة محمول بمؤثراعلت الليزر YX-09:,0
انا اشتريت البرينتر دي هي جودة الخط وكسعرها وحجمها كويسين اوييي.بس المشكلة انها حبر. يعني لما يخلص الحبر لازم اشتري غيره ب سعر غااالي . انا لو كان لسه قدامي الاختيار كنت اشتريت ليزر احسن من الحبر. وكمان حبر كانون بيخلص بسرعة جدااا. منصحش حد يشتري كانون الحبر دي.,-1
الطابعة جيدة للإستخدام المنزلي والأعمال المكتبية البسيطة,1
الطابعة جداً جميلة وحجمها مناسب وكذلك شكلها انيق . سعرها مرة قليل مقارنة بالطابعات الليزرية الاخرى .,1
طابعة رائعة,1
أنصح الجميع بشرائها ... رائعه جدا و سريعه فى الطباعه و سعرها رخيص,1
امين,1
الجهاز سئ جدا لم استعملة غير 4 مرات فقط وتعطل عند توصيله علي ولاعة السيارة حرق الفيوز الخاص بالولاعة يسخن بسرعة شديدة صناعة رديئة.,-1
مفكات وربط في غاية الروعة,1
بطارية الشحن تنفذ بسرعة ولم يصل الى المستوى المطلوب,-1
منشار رهيب استعملته على خشب سمكه 4 × 6.5 سم تم قطعها في بضع ثواني,1
ممتازة جدااااااااااااااا ورائعة شكرا لكم من قلبى,1
لاتتحمل مجهود العمل كما ان صناعتها رديئة,-1
تقييمي لهذا الجهاز ببانه جهاز مفيد وممتاز لكل مرأه تحلم بصدر مشدود و حجم مناسب انصح به جميع القتياة الاتي يردن ذلك,1
سعرها مناسب جدااااا,1
خووش جهاز وسعره احلا من باقي المواقع وجهاز قوي وانا تمرنت فيه وشد بطني بظرف اسبوعين فقط انصحكم بشرائه,1
سلعه اصليه وجيدا وفعلاه فعلا في تعرق الجسم  وفي اخراج السموم  والعرق          وقويه     شكرا   لسوق دوت كوم,1
جميل ومريح الاستخدام,-1
سيئ جدا لاأنصح به صديق,-1
مطابقة تماما للوصف,1
بعد تجربة السلعه اتشح انها لاتجدي نفعا في اي حال سواء كان الكيس رقيقا او سمسكا,-1
سيئة جدا,-1
مناسبة لاصابات تمزق الكتف و فعالة جدا و مريحة مساج مريح جدا يزيل التوتر بسرعه وذلك نتيجة استعمالى الشخصي انصح من يعاني مشاكل بالعضل باستخدامة,1
- إيجابيات و سلبيات Vibroaction Slimming Massage Belt,1
سيئ ، اسم حزام تخسيس فقط لا غير لا انصح احد بإستعماله وهالغرب لعبو علينا بالداعيات ويثيرون الشخص المسكين والله جلس يشتغل مايقارب نصف ساعه كل عشر دقايق اعيد التشغيل من جديد مانزل نقطه عرق ،، حراره فقط والاهتزاز يدووووخ الراس ويقلب الكبد,-1
استخدمته 3 اشهر وساعدني في تقوية عضلات الكتف والبطن والظهر ولكن تسبب بالام في الركبه (تخشن الركبه),-1
ممتازه ....  هذة السلعة ممتازه وسعرها مناسب لجميع الطبقات وانشاء الله سيكون اثرها كبير فى بناء اجسام رياضيه لابناء المملكه وشكرا,1
7عغ,1
كتيب التجميع غير واضح وليس من السهل تركيبها بدون بيانات كاملة لتنوع البراغى فى مكوناتها مع عدم وجود دليل لبيان نوع البراغى لكل قطعة,0
ممتازة و مريحة للالم بالرقبة حيث اني كنت اعاني من تصلب في عصلات الرقبة و لكن الحمدلله بعد استخدام هذة السلعة ساعدتني في التخلص من الالم,1
المنتج ممتاز في الجوده و السعر و تم تسليمه خلال يومين من الشراء,1
السلعة جيدة ووصلت في اسرع وقت وعمليه جدا,1
يمكن الاعتماد عليها,1
رائع وسهل الاستخدام وذو فائده طيبه,1
استلمت القرص ممتاز و مطابق للوصف و  العداد يعمل بشكل رائع .,1
الجهاز حلوو بس الى الحين م شفت نتايج مرره قويه,0
السلام عليكم ورحمة الله وبركاته.,1
مررةةةة كويسة بالنسبة للسعر !!,1
ممتازة جدا وانصح الجميع باقتنائها وسعرها مغري بالذات في سوق كوم,0
- إيجابيات و سلبيات مساج السيارة السحري لمعالجة الآلم الظهر,1
جيدة و مغلفة باحكام . و تشعر بالفائدة اثنا التمرين,1
مفيدة جداً للتمارين الرياضية ولقد أشتريت المنتج وأستفدت منه أستفادة كبيرة,1
المشكله ان جاء نقص مو مثل الموضع في الصوره,1
رأيي السلعة مقبوله ولكن السلبية الكبرى هي لا يوجد طريقة لتعليقها على الجدار او الباب فأنا حاولت واتبعت كتيب الارشادات ولم تفلح مع الطرق ولا توجد طريقة واضحة بالكتيب,-1
منتج جميل جدا ومفيد ويمكن استعمالة من قبل المبتدئين والمحترفين ويعمل على النظامين vibration and ems في نفس الوقت وهذا شيء حقا رائع كما انها سهلت الحمل اينما ذهبت,1
منتج غير جيد وليس عملي,-1
سلعة رائعة باختصار,1
السلعة التى وصلتنى ممتازة جدا وسعرها جدا متميز وانصح بها الاصدقاء تميزه واهتمامه,1
- إيجابيات و سلبيات AB Rocket set up exercise:,1
حجمها صغير وفعالة جدا لتنحيف الفخود,1
كبيرة وعفشة شويا,-1
غير جيده وخفيفه جدا  ولا انصح بها ابدا,-1
الجهاز جيد لشد البطن و فعال 100%,1
ممتازه جدااااااااا,1
قوية تتحمل الوزن,1
من خلال  استخدامى لتوتال كور أصبح أداء تمرينات البطن أسهل بكثير عن ذى قبل  وذلك لما يتمز به الجهاز من مستوبات تتناسب مع جميع الرياضيين و المبتدئين,1
سهلة اللصق والفك ولا يوجد بعد فكها اي أثار لزق ولا تتأثر بالماء ويمكن السباحة فيها . مفيدة للآلام العضلات اذا أتبعت المعلومات الملحقة معها لتحديد كيف تركيبها على العضلة بالطريقة الصحيحة,1
فعلا جهاز جميل وسهل الاستخدام وبالمواصفات المذكوره معه للاسف لم استمر في استخدامه بسبب حملي وساعود لاستخدامه لاحقا,1
السلعة ممتازة جدا وتشد الجسم بشكل رائع لا تشعرك بالحرارة  ولا بحكة وصراحة أستمتعت كثيرا بهذة السلعة أنصح الذي يريد أخفاء ترهلات جسمة بهذا المنتج,1
جيده ويمكن استخدامها بسهوله .. يدويه .. سهلة التخزين ......... وخفيفة الوزن,0
سيئه جدا وليس لها اى فائده كانك حاطط موبيل عامل فيبرايشين على رقبتك وتسبب الم ولانصح بها اى شخص ولاسف ارغب فى اعادتها,-1
جيدة نوعا ما بس توقعتها اعلى جودة !,-1
- إيجابيات و سلبيات قناع حماية الوجه من التلوث للدراجات الهوائية والنارية,1
البانر العلوي المسئول عن تثبيت القطعة بأعلى الباب مصنوعة من البلاستيك,-1
السلعة مناسبة في السيارات خاصة في طول الأسفار وانتظار الإشارات، وحتى بعد الدوام ـ فقط استرخي ، وستنعم بمساج رائع,1
جميله وسعرها مناسب وأنصح بها صديق شكرا سوق كوم لبيع مثل هذه الأشياء,1
جهاز ممتاز وحالته جيدة وعملى جدا لجميع الاعمار ويقوم بتقويه الجسم وحرق الدهون الموجوده وهو يوجد به الكثير من الاستخدامات الرياضيه وهو متميز عن غيره من الاجهزه الاخرى,1
جدا رائعه ومفيدة وتساعد في عملية شد البطن .,1
السلعة جيدة ولكن يعيبها ركاكة التصنيع وضعف اللوح وعدم تناسق المكونات والتصميم,0
اكثر من رائع  من اجد انصح كل الي عنده الم ب لكتف او بالساق واي مكان ب لجسم ان ياخذ مثل هذا الجهاز انا ستفدت منه,1
ممتازة قمت بتجربتها وتعمل دون اي مشكلة,1
بالانس باور مجربه بالفعل ولكن قد تحتاج الى تطوير فعلي كزيادة اشكال التمارين او اعطاء وضعيات اخرى غير الوضعية المحدده,1
الشاحن غير جيد انحرق وهو يعمل,-1
الى الامام,1
"انصح كل شخص يعاني من زيادة في شحوم البطن والام في الظهر باقتناء هذه السلعه الرائعه , ولقد استفدت منها انا وعائلتي واصبحت متعود عليها في كل صباح ومساء",1
عملي وصغير الحجم وسهل الاستعمال,1
- إيجابيات و سلبيات آب توتال كور جهاز تمرين البطن واسفل الظهر والرقبة,1
قماش لين وقوي في نفس الوقت .. ما يوضح في الملابس الضيقة  ويعيش ... مدة .. طويلة.. ... غسيل ولبس .. ما شاء الله تبارك الله .. وشكرا جدا على البضاعة والى مزيد من البضائع المتميزة والاصلية..قماش لين وقوي في نفس الوقت .. ما يوضح في الملابس الضيقة  ويعيش ... مدة .. طويلة.. ... غسيل ولبس .. ما شاء الله تبارك الله .. وشكرا جدا على البضاعة والى مزيد من البضائع المتميزة والاصلية..قماش لين وقوي في نفس الوقت .. ما يوضح في الملابس الضيقة  ويعيش ... مدة .. طويلة.. ... غسيل ولبس .. ما شاء الله تبارك الله .. وشكرا جدا على البضاعة والى مزيد من البضائع المتميزة والاصلية,1
رررروعه مرررر حلوه,0
انصح بالتعامل معه,1
ممتاز جزاكم الله خيرا,1
مقاس  البشر واحد و مش متحرك حسب حجم الخضار            المطلوب   مقاسات كبيرة       من ال خضار           حتى يتم             البشر           و التقطيع               جيدا,-1
لا تناسب وزني وهي جيدة,1
- إيجابيات و سلبيات multi screwdriver torch,1
جودة المنتج سيئه جدا وغير عمليه وتشعر بأنها ستكسر في يدك,-1
ممتازه و عمليه وحجمها رائع,1
للمارسة العديد من التمارين بطريقة مرنه وتعطي نتائج فعالة لي ولجميع افراد اسرتي .. اخبرت العديد من الأصدقاء عنها وفورا تم طلبها من سوق كوم,1
- إيجابيات و سلبيات Ab Total Core أب توتال كور توتل كور أب روكيت روكت  Ab Rocket,1
منتج  لا يصلح لشئ,-1
كان الافضل صنع مساند الظهر الفلين الحمراء بطريقه افضل و اقوي,0
مو كويس وغالي جداا,-1
كثر ما اقول عجيبه هالاداة ما اوفيها حقها,0
المنتج ممتاز ورائع من كافة النواحي إلا أنني وهذا رأيي الشخصي كنت أفضل وجود المواصفات التالية,1
السلعة لم تجرب واعتقد ان السلعة كانت في العرض وليس جديدة لما لوحظ عليها من اثر استخدام وتشقق في الجلد الخاص بالمقعد,-1
سلعة عملية ومفيدة وقمت بتجربتها وهى سهله الاستعمال وتحقق لي ميزات تمارينة  ولياقة بدنية جيدة قد تصبح اساسية لدي,0
نصف نصف,-1
سلعة جيده ولكن صغيرة الحجم وغير مناسبه للجسم المتوسط والكبير ونوع المطاط شديد جدا والسلام عليكم ورحمة الله وبركاته,-1
عملية جدا ومتينة وسهلة الأستخدام,1
لا اري لها اي ايجابيات كما انها لا توفر في الوقت أو الماء أو المنظفات,0
عند شراء السلعة توقعت بأنها ستحتاج إلى جهد كبير لإنتزاع لب الأناناس لكنها على العكس سهلة جداً ورائعة بالمقارنة مع السعر .,1
ربما الجهاز لا يعطي أداء فعلي,-1
سهولة الإستخدام,1
(((,1
- إيجابيات و سلبيات مقعد المساج السحري للسيارة والمكتب و الطيارة والمنزل,1
السلعه‏‏ ‏ممتاذة‏ ‏ولا‏ ‏غبار‏ ‏عليها‏ ‏ولكني‏ ‏اردة‏ ‏مذيد‏ ‏من‏ ‏كتيبات‏ ‏للطريق‏ ‏الامثل‏‏ ‏لاستخدامات‏ ‏ ‏,1
أعجبني في الجهاز إمكانية تقطيع الفاكهة وإمكانية عصر (نصفي) برتقالة في آن واحد والكوب يكفي لعصر كمية كبيرة فيه,1
لايحتوي على كتلوج للمنتج ولا على طريقة التركيب او طرق التمارين و لا استطيع تركيبة على الباب لصغر حجمة,0
تم شحن بشكل سريع,1
بصراحة,1
Adnanet200 يسرني التعامل معكم,1
انصح بها كل اﻷصدقاء,1
سلعه رائعه وسعرها رائع انصح الجميع بها وخاصه للاجهزه المتعدده,1
أنصح بشرائه . لديه حماية شاملة للجهاز .,1
ممتاز جدا وسعر ممتاز.,1
بصراحة انصح الجميع فيه لسهولة الاستخدام والتحميل  وسعرة يعتبر بصراحة جدا مناسب مقارنة بالاخرى وطبعا زيو زي الي بالسي دي,1
انصح به لصديق,1
جهاز ممتاز جدا,1
مش هذيك الجودة وحجمها أصغر من أيدي صارت بتشيل الشعر,-1
شكرا لجهودك,1
صناعة صينية ليست درجة أولى ... مؤقتا لا بأس بها ... ولكنني أنصح بشراء الأصلي ... أنا أبحث عن الأصلي فقط ... لذلك لا أنصح بشرائها للمصداقية وشكرا,0
مفيد وعملي,1
لحد الان تحت التجربه ... وصعب نحكم على السلعه قبل التجربه ... لكن من النظره الاولى ارى انها لا تؤدي المطلوب . شكراً للجميع,-1
جيده وينصح بها كما ان السعر مناسب وخفيف الوزن وعملي ويمكن ارتدائه تحت الملابس او على الملابس الداخلية,1
الجهاز جيد جدا,1
منتج رائع و بنفس سعر السوق و يساعد على تقليل الشخير و سهوله التنفس اثناء النوم ... روعه وممتاز و سهل الاستخدام,1
السلعه سيئة وغير قابله للاستخدام باي شكل من الاشكال لوجود عيوب صناعه خطيره بها في الخامات والتفصيل حيث بمجرد لبسها تتقطع وتنفصل جميع اجزاءها ولا يمكن اصلاحها نهائيااا وارجو ارسال اي فني لمعاينتها بنفسه ولاتصلح لجميع المقاساات,-1
هذه السلعة جيدة نوعا ما ولكن بعد الشراء اتضح لي بأن سعرها مبالغ فيه نظرا للخامات ونوعية هذه المخدة والقطعة السوداء التي تغطي العين,-1
السلعي جيدة و مناسة لمن يرغب في الحصل علي بطن مشدود و يلزم استخدامها مع مزاولة الرياضة للحصول علي نتائج مضمونة,1
صناعه ممتازة التغليف والتوصيل من ارامكس ممتاز,1
جدا سيئه مصنعه من خامات مطاطيه سيئه جدا وبها رائحه جدا كريهه كما ان جودة التفصيل ليست بدرجه تسمح لها ان تكون عمليه وغير سهله بالاستخدام والارتداء,-1
الدريما رولر وصلت والحمد لله بعد 3 ايام من تاريخ عمل الطلب انا كنت خايفه للمنتج يكون مش زى اللى معروض بس صراحه هى زى اللى فى الصورة بالظبط  انا لسه مستعملتهاش بس اكيد كنت لازم اقول رأيي عن اول تعامل مع سوق دوت كوم  شكرا,1
هذا السلعه جيده ومريحه في طرق الطويلة واتمني اعلان عنها في جميع الدعايات وأشكركم على هذا السوق الا وفر لنا احتياجات الناس من غير عنا,0
حساس دقيق للحراره ومدى القياس واسع ..مابين 50- الى 70+,1
كبدايه لتجربتي  للصندل مريح للقدمين وللظهر يعمل كمساج للقدمين أثناء المشي,1
- إيجابيات و سلبيات جهاز مساج الدولفين:,0
ممتازة واشكر الموقع على حسن المعاملة والصدق وراحة العميل  والتجاوب فورا  وده اهم شى يميز التجارة الصدق والامانة,1
جهاز رائع ومفيد وممتاز ومطابق لمواصفاته المذكورة,1
السلعه جيده ولاكن السعر مبالغ فيه,-1
خامة ردئية ودرجة تانية,-1
- إيجابيات و سلبيات سولبيت التخسيس من النيوبرين الحراري:,1
الشورت مقاس 5 اكس لارج واسع جدااااااااااا مش مقاس أي شخص طبيعي أصلا .. ولا أنصح أي حد يشتريه حتى لو ببلاش,-1
يوجدسلبيات لهذه السلعه وهي رداءة التصنيع . حيث يتم تمزق اطراف المنتج مع كثرة الشد,-1
Good but need more electrods,1
جهاز رائع ولم الاحظ فيه عيب منذ شراءه حتى تاريخ هذا التقييم,1
السلعة وصلت بسرعة و في حالة ممتازة كما أنها كانت كالمتوقع سهلة في الاستخدام و لم أجد فيها أي مشكلة حتى الآن.,1
جهاز دقيق القراءة وسهل القياس بكبسة زر واحدة  ويحفظ قراءات عديدة  ٠ وألماني الصنع . انصح به لصديق . جهاز عملي وخفيف الوزن .,1
- إيجابيات و سلبيات Neck Massage Pillow MSP1011,1
المنتج  ممتاز وساعدني كثيرا ....,1
السلعه كما توقعتها ممتازه وانصح بها,1
منتج جيد ، جودة مناسبة لسعر,1
الجهاز جيد وسهل الاستخدام,1
الإنطباع الأولي جيد جداً,1
خامة رديئة تتمزق بسرعة - مقاس صغير جداً ولا يناسب الناس البالغين أبداً,-1
الجهاز ممتاز جدا ، سهل الاستخدام ، سهل الضبط  لللغه و الوقت و التاريخ و ذاكرة التخزين ، الجهاز ناطق لتفاصيل عملية القياس و تصنيف الحاله ما بين مرتفع او طبيعى او منخفض ، مع و جود مؤشر ملون للتنبيه ، بالاضافة الى توفر 4 لغات للنطق منهم العربيه ، تخزين عمليات القياس بعد انتهاء العمليه ، مع امكانية تخزين لشخصين مختلفين ، استعراض سهل للعمليات السابقه ، الجهاز صغير الحجم و خفيف .,1
صغيرة الحجم,1
"مفيدة و بسيطة, يمكن التحكم في ابعادها, يوجد بالقطع بعض زواءد البلاستيك",1
اعجبتني هذه السلعة وأنصح الجميع بشرائها ،،، استعملتها لعصر البرتقال والليمون ولاحظت بأنها تخرج العصير كاملا ً من حبة الليمون أو البرتقالة,1
سي جداً لا انصح بشرائها,-1
"Item is not as described and picture is deceiving, the product quality is very low class and I think the worst Chinese products ever made. A smoothie maker is supposed to crush the ice along with the added fruits, and if not at least to blend the fruits alone but this stupid machine once I plugged it in to test it smoked as if something is burning and I only added 1 apple and 3 ice cubes.",1
يخلي الفواكه المثلجة نفس قوام الايسكريم,1
ممتازة من ناحية انها صحية . وسهلة الاستخدام .,1
جيده جداا,1
التقييم للمتج من ناحية الجودة,-1
السعر مرتفع  مقارنة بجودت المنتج وعملية التخزين  للسلعة رديء جداً او انها  مخزنة منذو زمن  طويل,-1
الخامه جيده واللون ممتاز,1
الحذاء ممتاز ومريح وشكله جميل,1
السلعة رائعة ولكن المقاس واحد ارجوا توفيير باقي المفاسات,1
حذاء جميل وعملي,1
مريحة,1
منتج رائع و ممتاز,1
الجهاز سهل الاستخدام وخفيف  تستطيع أخذه حتى بالسفر,1
شكرا تم استلامها بوقت قياسي,1
ممتاز و فعال نتائجة واضحة و ملموسة,1
مطابق للمواصفات,1
بودرة الكوﻻجين,1
كريم رائع جداً,1
منتج ممتاز جدا انصح فيه,1
سلعه اصليه وروووعه للجسم وسعرها مناسب جدا ..والتغليف كان كويس حافظ عليها ..شكرا,1
بالنسبة لي جيدة بداااية الاستخدااام ولكن ااالانتظار للنتائج االنهائية وسوف اااقوم بالرد في وقت لاحق وشكرااا,0
المنتج ممتاز ومناسب لبعض الاشخاص على حسب نوع البشرة  .,1
رااااااائع جدا,1
قمت بطلب شراء العبوة ٥٩ مل فتم ارسال عدد ٢ عبوة من الحجم ٣٠ مل فكل الشكر للبائع لأني كدا استخدم واحدة و احتفظ بالأخرى مغلقة و هذا أفضل طبعا,1
جميله جدا وسعرها معقول,1
المنتج ممتاز ولكني غيرت رايي فيه لعدم توفر امكانية مادية,1
انا استخدمت منتجات حب شباب كثير وغالية وسويت تقشير بس ما اثر فتره بسيطه ورجعت الحبوب مع احمرار  وقلت اجرب هالمنتج ناس كثير يتكلمون عنه وماتوقعت يعطيني هانتيجه السريعه يمكن احتاج علبيتن لان هذي تكفي شهر,1
مجرب من قبل وانصح به,1
منتج نتائجة ملحوظة وسريعة ينظف البشرة بعمق ويجعلها منعشة .ممتاز في ازالة الحبوب السوداء,1
نتبيجة هذا القناع كانه خارجه من صالون جد ممتاز انصح بيح ويفتح البشره ويصفيها بس اذا في حبوب في الوجه لاتحطي عليها,1
"I would highly recommend this BB for all day use. It is too light to the skin, medium coverage.",1
انصح بهذه السلعة لجسم وخصوصاً للمساج . الزيت بدون رائحة جربت باقي منتجات الشركة جميلة جداً,1
بعض اصحابي لاحظوا فرق انصح به يزيل اثار التعب من الوجه,1
"جربت منتجات ترطيب كثيره وكان هذا المنتج أفضلها   ,  يبقى لفتره طويله",1
منتج فعال ومضمون ونتائجه سريعة,1
بصراحه منتج راااااااااااااائع اختي جدا سعيده فيه ونتائجه احسن من ليزر العيادات مررره خطير,1
لا تنطبق مع المواصفات المذكورة,0
راائع,1
تم شراءه للمرة الثانية لفعاليته وجودته..,1
لم يناسب معي,-1
رائع ممكن يريد الرشاقه وتناسق الجسم حيث انها تخسس بصورة ملحوظه مع الرياضه,1
في الحقيقه من افضل المنتجات التي استخدمها هو يعمل على تنظيف الوجه والتخلص من جميع مساحيق التجميل حتى لو كانت من شركه ثانيه غير شركه bb cream,1
تعمل علي ترطيب البشره وسهلة الاستخدام ويمكن ان تستخدم لعدة مرات وساطلب المزيد ان شاءالله وشكراا جزيل الشكر,1
بعد تضيعي الكثير من المال أخيراً وجت ضالتي,1
شكلها جميل .... ومتناسبة مع سعرها,1
ممتازة  . تتحمل . مطابقة للصورة,1
جهاز رائع ويجب اقتناؤه من قبل جميع الشركات .. لاختصار الوقت والاوراق وتعطل اجهزة الفاكس المتكرر والمزعجة والمكلفة,1
منتج يستحق اقتناءه واستخدامه فهو جيد من ناحية الخصائص و المميزات لمثل هذا النوع من الكاميرات فقط لم يرضيني العدسة او جودة التصوير ولكن اجمالا كاميرا جيدة,1
ممتاز والسعر مناسب,-1
انصح صديق بشراء هذا المنتج,1
ممتازة تستحق الشراء وتم استلامها بحالتها الممتازة جديدية,1
انصح فيها,1
عمل لساعات وبعدها تعطل فاصبح يصدر رنين متواصل دون ان يكون هناك اية اجهزة الكترونية او كاميرات وخلافه باختصار صناعة سيئة,1
- إيجابيات و سلبيات جهاز كشف الجولات والمعادن -للقاعات -قصور الافراح -الفنادق -المناسبات,1
استفدت كثيرا مع الماسح الضوئي .,1
مناسب وجيد بعض الاوقات,1
