,text,polarity
1512,"متحف جميل 
متحف جميل وكبير وهو قلعه اثريه خارجه حديقه كبيره وجميله ولكن التصوير ممنوع في اغلب ارجاء المتحف وفيه تحف اسلاميه من عصر النبي والخلفاء
",1.0
1513,"انك لن تزور تركيا بدون زيارتها 
توب كابيه القلعة الرائعة في اعلى مكان في اسطنبول وبين القارة الاوربية والاسيوية وعلى مضيق البوسفور والباقي لكم لتكتشفوا سحر المكان الذي حكم الدنيا يوما ما
",1.0
1514,"قصر توبكابى 
جميل جدا يزكرك بالقصور القديمة فى مصر على عهد الغثمانيين زى قصر طوسون باشا ابن محمد على وهو تحفة معماريه اسلاميه
",1.0
1515,"المكان مميز جدا 
انصح بتوفير مالا يقل عن ثلاث الى اربع ساعات لهذا المكان يجب عليك ان تختم زيارتك في منطقة المقاهي المطلة على البسفور الحمامات متواضعة
",1.0
1516,"لا يستحق سعر التذكرة 
ما يسمى متحف ايا صوفيا لا يستحق سعر التذكرة المبالغ فيها وهي 30 ليرة لانك ستقف في طابور طويل حتى تحصل على التذكرة وتظن نفسك ستدخل الى منطقة رائعة واذا هي مبنى كبير تمشي فيه حتى تتعب وفي الجدار نقوش وفي الطرف درج طويل حجري يوصلك الى الدور الثاني المطل على الدور الاول وهناك بسطات لبيع التذكارات هذا كل مافي الامر وأفضل منه وأجمل وأنظف وأروع ومجانا هو مسجد السلطان أحمد القريب منه تصلي ركعتي خير بألف مرة من أيا صوفيا حتى لمحبي المتاحف
",-1.0
1517,"توب كوباي 
فعلا مذهل مذهل من حجم المكان والمقتنيات الجميله حقيقه انصح كل سائح ان يزور المكان واذا وصلت اسطنبول ولم تزور المكان فانك لم تزور اسطنبول المقتنيات والتحف الاسلاميه والعثمانيه سوف ترى كل شيء في حريم السلطان العربه العثمانيه والملابس والكنوز اضافة لسيوف الرسول والصحابة ولشعر من لحيه الرسول الكريم يقشعر له الابدان لم ارى بحياتي مثل هذا المكان جميل ومذهل وفائق عن التعبير.
",1.0
1518,"نصيحة 
مكان جميل جدا الدخولية ب70 ليرة للشخص الواحد تشمل جميع الالعاب مجانا ولكن يعيبها طول الانتظار لكثرة الناس التي تنتظر دورها في الالعاب انصح بعدم الذهاب اليها في ايام العطل الرسمية والاعياد
",-1.0
1519,"من أجمل أماكن التسوق و الترفيه في اسطنبول 
المول رائع جدا وحديث كما توجد مطاعم ممتازة. مدينة الالعاب جميلة و منسقة جدا يعيبها طول الانتظار للالعاب انصح بتجنب ايام العطل و الذهاب مبكرا
",1.0
1520,"مذهل 
استمتعت وعائلتي المحافظة بالمكان والجو ونظافة المكان وترتيبه الألعاب معظمها كان متاحاً والتسوق كذلك والمطاعم والمقاهي جاهزة والخدمات العامة متوفرة وهناك مسجد للآسف لم أتشرف بالصلاة فيه
",1.0
1521,"لم تزر اسطنبول ان لم تزره 
معلم من اهم المعالم الاسلامية المسيحيه في اسطنبول ... حيث كان كنيسة ثم تحول الى مسجد في اشارة الى السيطرة على القسطنطينه في ذلك الوقت ثم تحول الى متحف ...
",1.0
1522,"ايا صوفيا 
الله على هذا التاريخ مذهل بكل شيء اما النظافة لاتوصف مريح يعني فعلا واووووووو
زرنا المكان للمره الثانيه وكانه اول مره من جمال الموقع اما الخدمة يشكرون عليها جميعا
",1.0
1523,"فعلا من العجائب 
كل شي في المكان جميل وكأنك في لوحة من القرون الوسطى والمكان نظيف لكن الازدحام مزعج لأنك لا تستطيع الاستمتاع والتامل في المكان انصح بعدم الاعتماد على الشركات السياحبة لأنهم لا يعطوك الوقت الكافي واعتمد على نفسك
",1.0
1524,"عبق تاريخي 
يأخذ اليك التاريخ ( الإسلامي ، الدولة العثمانية .....الخ )، ويجعلك تتصور العزة للإسلام .
ويوضح جزء من البذخ الذي كان عليه بعضا من السلاطيين .
",1.0
1525,"اندماج الحضارات 
من المذهل ان ترى هذا الاندماج والتحولات فى مبنى واحد على مر العصور من كنيسة مسيحية الى مسجد فى الفتح الأسلامى ثم الى متحف الأن بكل ما تحمل من تفاصيل جميلة شاهد على العصور
",1.0
1527,"جامع ايا صوفيا 
او الجامع الازرق من تحف العمارة الخالدة بأيقوناتها الرائعة وحدائقها الجميلة
",1.0
1529,"مكان ممتع للعائلات 
توجد مدينة الألعاب فيالاند في منطقة أيوب في اسطنبول ، وقد تم إفتتاحها قبل فترة بسيطة ، إلا أن العمل جاري في إضافة ألعاب جديدة وذات مستوى للعمر الأكبر ، ويفضل الذهاب في أول الوقت عند فتح أبوابها لإستقبال الزائريين ، لأن التذكرة تغطي الدخول وليوم واحد وبغض النظر عن فترة بقاءك ، وهناك ألعاب يمكن أن يشارك فيها الوالدين الأطفال ، كما أن بها بعض المطاعم والمقاهي ، ويوجد مركز تجاري مجاور للمدينة وجميل جدا وخصوصا المناطق الخارجية منه
",1.0
1530,"رائع 
خدمة ممتازة ورائعة وخدمات التوصيل والاستلام محترمة وعلى المواعيد
أنصح بهذه الشركة بشدة فقد جربتها على 4 أجهزة في وقت واحد وكانت قمة في الجودة
",1.0
1531,"جهاز واي فاي مع الخدمه والتوصيل 
فرحت لهذه الخدمه الممتازه من rentnconnectحيث وفرت علي الوقت المال وتوصيل الجهاز لمكانك واستلامه بالمكان اللذي ترغب كما ان شركات الانترنت في شهر وهي غير كافية بتاتا تركيا تعطيك 4غيغابايت فقط لمدة
",1.0
1532,"مسجد احمد الفاتح 
مكان رائع ومحافظ عليه وقريب من متحف توب كابي ومسجد ايه صوفيا المنطقه رائعه للتجول وزيارت المساجد والصلاة فيها تكثر حولها الاسواق والمقاهي والمطاعم والكثير من الفعاليات رائعة لرياضة المشى افضل اوقات السنه شهر مايو لا برد ولا حر
وانتبه من شهر اغسطس الحراره تصل 35 درجه مئوية.
وبالتوفيق
",1.0
1533,"روعة المعمار 
هذا المسجد الأزرق او جامع السلطان أحمد ذا التحفة المعمارية الرمز لمساجد وجوامع تركيا ، وكأنما يتكرر في أماكن كثيرة لحب الناس له ولعمارته ، تشعر بالراحة والطمأنينة للصلاة فيه ، تشعر بعظمة الإسلام والمسلمين ، وماوصلوا اليه من حب للمساجد وتعميرها
",1.0
1534,"دره اسطنبول 
الجامع الازرق دره اسطنبول جامع جميل وموقعه احلى قريب من اياصوفيا ومتحف توبكابي خارج الجامع نافوره جميله وفي الجامع نقش جميل وفن عماره رائع
",1.0
1535,"الجامع العثمانى الأشهر 
الجامع يعتبر شاهد على العمارة الأسلاميه فى العصر العثمانى بكل تفاصيلة وجماله ونظرياته الأهم التى يتبعوعا فى بناء المساجد فى اسطانبول حتى الأن
",1.0
1536,"الجامع الأزرق 
يقع هذا الجامع في منطقة السلطان أحمد التاريخية في اسطنبول القديمة وهو روعة في الفن المعماريومفتوح للسياح عدا في اوقات الصلاة. يقام فيه مولود وادعية في أيام 27 رجب وليلة النصف من شعبان بعد صلاة المغرب. لمن لايحب الزحام لايزوره يوم الأحد لان الازدحام يكون شديدا
",1.0
1537,"جميل جدا 
مشابه للقلعة فى مصر من حيث الطراز المعمارى واستمتعنا بزيارتة والصلاة فيه
",1.0
1538,"مسجد رائع زى جامع محمد على بالقلعة 
مكان رائع من الداخل والخارج وتجد الحمام امام المسجد وهو فرصة لالتقاط الصور ويوجد بيع الانتيكات ويوجد مقاهى للاكل وشرب الشاى والقهوة التركى
",1.0
1539,"يجب ان تزور المسجد 
زيارة المسجد كانت جميلة ومنظر المسجد مميزة بالذات من داخل المسجد
",1.0
1540,"زيارتي لمحﻻت الهدايا بوسط إسطنبول 
حقيقة تعامل السيد فكرت جدا ممتاز ورجل لطيف وحبيت اذكره قبل ﻻ اتكلم عن المحل لرقي تعامله وبالنسبه للمحل فهو محل للانتيكات واﻻكسسوار والهدايا بوسط إسطنبول متنوع من حيث الهدايه اسعاره ممتازه
",1.0
1541,"احلى محل للفلكلوريات 
محل اصلان في وسط اسطنبول من اجمل المحلات التي زرتها في اسطنبول كما ان صاحب المحل فخري انسان رائع جدا وتعامله راقي جدا كما ان اسعاره مناسبة جدا وتتوفر بالمحل الكثير من البضائع الفلكلورية الجميلة
",1.0
1542,"مول رائع 
مول متكامل يحوي على المحلات العالمية والمحلية العديد من المطاعم والمقاهي بالاضافة لقربه من ملاهي ضخمة بنفس الاسم
",1.0
1543,"ثناء وشكر وتقدير لحقي تورز 
شركة محترمة تستحق كل الشكر للتعامل والمتابعة المستمرة معنا وتوفير كل وسائل الراحة لنا وان شاء الله تعالي لنا معهم اكثر من تعامل ولن تكون اخر مرة نتعامل فيها معهم
",1.0
1544,"اجمل تعامل واروعه مصداقية 
انصح كل مسافر على وجه الارض بتعامل مع هذا المكتب الراقي في تعامله من كل النواحي احسن الاسعار والرحلات والمتابعة ووووو كل ما يحتاجه السائح في رحلته من حيث شمولية التنسيق والتجهيز  وحتى يمكنكم ان تتعامل معهم وانت في بلد يستطيع ان يوفر لك الكثير من الجهد والمال وضمان كل الحجوزات المطلوبة ولا استطيع الصراحة في وصف كرم معاملتهم معي يعجز اللسان عن شكرهم وبالأخص الأخ محمد كل الشكر والاحترام والتقدير للجميع واسأل الله العلي القدير ان يوفقهم على ما يقدمونه للسواح
",1.0
1545,"متعه في كل ثانيه مع حقي تورز 
لقد قمنا بزياره كل مكان باسطنبول عن طريق حقي تورز استمتعنا بكل ثانيه رحﻻت يوميه شيقه وكل يوم بنكتشف جمال اسطنبول قمنا برحﻻت عديده عن طريقهم وكل حاجه وعدونا بيها فعﻻ لقيناها و اهتموا جدا بعد كل رحله بمعرفه راينا  بجد كانت من امتع الرحﻻت البورصه و شيﻻ و افا و المعشوقيه وسابنجا والرحﻻت للمتاحف و المساجد وجزيره اﻻميرات و رحله البوسفور بجد وكان نفسنا نقضي وقت اطول للاستمتاع معهم يياقي الرحﻻت فعﻻ شكرا حقي تورز علي اﻻهتمام و الرحﻻت المشوقه
",1.0
1547,"الطابع اﻷسﻻمي 
المكان جميل وذا الطابع اﻻسﻻمي حيث توجد قرب الجامع محﻻت بيع الذهب والحلويات والاكسسورات والمﻻبس وكذلك يوجد العديد من المطاعم الجميلة..
",1.0
1548,"رحلة العمر 
بصراحة لا بيروت ولا دبي ولا غيره ( الشام ما في متلها اكيييد ) بجمال استانبول مدينة ساحرة تأخذ الألباب وتخطف القلب ويعشقها الفؤاد .. زرتها اكثر من مرة ولا زلت اتمنى زيارتها اكثر لأنها بالفعل جنة الله على الأرض وخاصة متحف توب كابي وجزر الأميرات وقصر دولما بهجة والكثيييير من الاماكن الرائعه
",1.0
1549,"حمام 
حمام العزيزية واحد من افضل الحمامات التركية التي زرتها في نوفمبر الماضي خلال سفرتي السياحية الى تركيا، يقع الحمام في الجانب الاسيوي من اسطنبول و سهل الوصول اليه، المكان نظيف و يحمل الطابع الاصيل للحمام التركي المشهور بتميزه، يوجد قسم خاص للرجال والنساء كل على حده، اوصي الجميع بزيارة هذا المكان الجميل و اخذ قسط من الراحة
",1.0
1550,"حمام نظيف و جميل ... 
حمام العزيزية واحد من افضل الحمامات التركية التي زرتها في نوفمبر الماضي خلال سفرتي السياحية الى تركيا، يقع الحمام في الجانب الاسيوي من اسطنبول و سهل الوصول اليه، المكان نظيف و يحمل الطابع الاصيل للحمام التركي المشهور بتميزه، يوجد قسم خاص للرجال والنساء كل على حده، اوصي الجميع بزيارة هذا المكان الجميل و اخذ قسط من الراحة
",1.0
1551,"جمال تاريخي 
من الاثار التاريخية الجميلة التي تعبر عن فنون كثيرة تجعل الأنسان ان يكون فخورا بها ويذكر فيها اسم الرسول محمد عليه الصلاة والسلام والخلفاء الراشدين ابوبكر وعمر وعثمان وعلي رضيه الله عنهم وأيضا ذكر فيها اسماء الحسن والحسين ، انه تحفة رائعة من التاريخية القديمة يستحق الزيارة دائما .
",1.0
1553,"حقنة من العزيمة في جو من الإبداع 
مكان رائع..
جولة تاريخية سريعة في تجسيد واقعي لبعض الأحداث..
صور.. ومجسمات.. وشاشات..
أنصح بزيارته وخصوصاً للأطفال والشباب
",1.0
1554,"بانوراما 
بصراحة مكان جدا جدا رائع ...سيبقى ذكرى لي وﻻطفالي باذن الله ..انصح بزيارته واخذ المترجم اﻻلي وسعره 5 ليرات ..وخارج البانوراما توجد طائرة هيلوكوبتر تستطيع ركوبها ..ﻻن بها سينما متحركة تعرض لكم اسطنبول
",1.0
1555,"مكان جميل 
تل العرايس كما يسمي بالغة العربية. مكان يستحق الزيارة. يمكن الذهاب إليه من ايمي نونو بالعبارة تتجه إلي اوسكودار في رحلة بحرية مدتها حوالي 20 دقيقة. ثم تاخذ باص او تاكسي من هناك الي اعلي تلة Camlica Hill. سوف تستمتع في غروب الشمس هناك. يفضل زيارتها يوم الاحد يمكن ان تصادف عرسا تركيا هناك.
",1.0
1556,"قبة اسطنبول 
مرتفع تشاميليجا اومايعرفه البعض بتل العرائس ، أعلى قمة في اسطنبول ، ومن هذه القمة تستمع بالإطلاع على المدينة وعلى البحر ، وهي منطقة باردة لذا ينبغي الإحتياط لذلك ، وتوجد مقاهي ومطاعم في اعلى القمة ، وجلسات للإستمتاع بهذه المنطقة ، كما يوجد بعض الباعة المتجولون الذين يبيعون بعض الملابس والهدايا التذكارية .
",1.0
1557,"بانوراما طبيعية 
يوجد فى الجزء الاسيوى من تركيا ويمكن الوصول اليه عن طريق ركوب السفينه الى الجزء الاسيوى ثم ركوب اتوبيس او ميكروباص الى هناك ثم صعود التل ومن هناك يمكن رويئه اسطنبول بيوتها الجميله ذات السقف الاحمر
يوجد بيه كافيتريات وايضا تلسكوب يعمل بوضع ليرة داخله
",1.0
1558,"عرض رائع 
انه عرض رائع وجميل وممتع انصح الجميع بزيارته والتقاط الصور الجميلة مع الدلافين لكني فقدت صوري هناك اتمنى يوجد شخص يساعدني في استعادة صوري
",1.0
1560,"اسطنبول و البسفور 
لاتنسى الأستمتاع والأسترخاء على سطح السفينه فى رحلة بحرية تشاهد بها اجمل مناطق العالم و اكثرها سحرا وروعه
",1.0
1561,"رحلة البوسفور 
رحلة جميلة جدا اخذنا المركب من محطة اميونو ب10 ليرة وكانت ممتعة ذهاب وايابا
",1.0
1562,"منطقة السلطان أحمد التاريخية 
أهم المعالم مسجد السلطان أحمد وحديقته بالنافورة البديعة والمطاعم المتنوعة وايا صوفيا التي لا أنصح بزيارتها بتاتا لانها لا تستحق المبلغ المدفوع فيها وهناك التوبكابي لا بأس بزيارته
",1.0
1563,"المنطقتين مسجد ايوب ومسجد سلطان احمد 
منطقة سلطان احمد منطقة جميلة وبها مجموعة مساجد جميلة (ايا صوفيا ومسجد سلطان احمد )
منطقة جميلة بها عدة مطاعم ممتازة وقريبة من السوق المصرى وقريبة من ميناء امينونو
اما منطقة ايوب فهى منطقة جميلة وهادئة والمسجد صغير ولكنة جميل ونظيف ويوجد بالقرب منة تليفريك المنظر منة جميل جدا
",1.0
1564,"متاحف مميزة 
المتاحف والمساجد روعة وقريبة تستحق الزيارة والأسعار منطقية ولكن انصح عدم اصطحاب الأطفال لانها لاتناسبهم
",1.0
1565,"روحانية 
عندما تدخل المسجد وترى النقوش والمداخل والأقواس التي به والأعمال الفنية الرائعة تدرك عظمة السلطان الذي امر ببناء هذا الجامع الفخم وعظمة المهندس سنان مهندس الدولة العثمانية في ذلك الزمن الذي حكمت الدولة العثمانية العالم واحترامها العدو قبل الصديق
",1.0
1566,"اماكن تعج برائحة التراث 
تجربة جميلة وفرصة ثمينة التجول داخل السوق المسكوف وسوق البهارات
وزيارة الجامع الازرق ولايفوتك التقاط الصور الجميلة وتناول وجبات لذيذة
",1.0
1567,"مذهل 
تجربة رائعة و خلابة بشوارعها وأماكنها, بالمساجد والكنائس والحمامات القديمة والأماكن الأثرية تأخذك الى الماضي الجميل.
",1.0
1568,"من أروع الاماكن الزاخرة بالتاريخ . 
كل الاماكن الاثرية والتاريخية قريبة من بعضها البعض و تستطيع أن تذهب اليها مشيا على الاقدام .
كل شى ممتاز
",1.0
1569,"مدينة بورصة 
أسواق رائعة وجمال بحر مدمرة والجسور التي تربط بين أوروبا واسيا والعبارات الضخمة ومدينة بورصة وغيرها ان اسطنبول مدينة جميلة
",1.0
1570,"منطقة السلطان احمد 
منطقة يفوح منها عبق التاريخ منطقة تاريخة بحق من اجمل المناطق التي شاهدتها في حياتي تضم الجامع الازرق (جامع السلطان احمد) وكنيسة ايا صوفيا وقصر كباكاي والمسلات البيزنطية وحديقة جميلة وحمام تركي وغيرها .
",1.0
1571,"المعالم الإسلامية 
مذهلة ورحلة رائعة وتبين جزء التاريخ الاسلامى( جامع السلطان احمد-جامع السليمانية-المتحف الاسلامى)، تحتاج لمزيد من الوقت لزيارة كل المعالم.
",1.0
1572,"مضيق البوسفور 
يحلو لي الجلوس في احدى الحائق المطلة على البوسفور والتمتع بمنظر الماء. من ميناء امينونو توجد جولات بيخوت في البوسفور منها الجولة العادية وتستغرق ساعة ونصف بدون توقف , والجولة الكاملة وتتضمن جولة بحرية تصل الى قلعة روملي في الجزء الأوربي ثم الى قلعة اناضولو في الجزء الآسيوي و التوقوف في أكثر من محطة ومنها قرية تضم مطاعم أغلبها للاسماك ومتاجر.
",1.0
1573,"اسطنبول العثمانية 
السوق المصرى , السوق المغطى , جامع السلان احمد , اياصوفيا و التوب كابى جميلة جدا ويمكن زيارتها على عدة ايام حيث يمكنك البقاء ليوم كامل فى السوق المغطى وما حولة من اسواق كمحمود باشا وخلافة اما السوق المصرى فلا تنسى شراء التوابل والبهارات وايضا السجق البقالى الممتاز
",1.0
1574,"الاماكن التاريخيه 
الاماكن التاريخيه جداً رائعه ويستحق الزياره ؛ ذهبنا أنا وعائلتي مشيا علي الأقدام واكتشفنا المسجد الأزرق او ما يعرف أيضاً بجامع السلطان احمد؛ و آياصوفيا؛ وقصر طوبي كابي؛ والسوق المسقوف؛ جميع هذه الاماكن متجاوره في نفس المحيط ؛ المكان رااااائع جداً جداً
",1.0
1575,"اسطنبول القديمة 
رائعة كما لو كنت فى الحسين بها كل شىء كما لوكنت فى مصر وتجد بعض الناس تتحدث العربيه والانجليزية وبها مطاعم شعبيه اكلها شبيه بمصر
",1.0
1577,"معلم سياحي جميل 
عندما تنظر للسور وتعلم ان هذا المعلم قائم من ايام البيزنطيين تدهش لحجمة الكبير وبناء الرائع
",1.0
1578,"مجمع مزدحم جداااا 
مجمع مزدحم.. اعلب المحلات موجوده عندنا.. صعوبه الحصول على تاكسي ... يوجد اشخاص مشاكسين بالقرب من المجمع لذلك وجب الحذر .. لا يستحق الزياره بالنسبه لي
",-1.0
1579,"Istinye park mall 
مركز تسوق راقي جدا ذو طراز هندسي عصري يقع في منطقة طرابيه في الجزء الاوربي بالرغم من بعده عن سنتر المدينة ولكن يستحق الزيارة والتمتع بالتسوق فيه
",1.0
1580,"مول راقي 
مول متكامل.. توجد به اغلب الماركات.. شانيل برادا.. فيتون.. كريستينان ديور.. دولتشي ..فالنتيو توجد به مطاعم وكوفي شوب .. يستحق الزياره
",1.0
1582,"رائع 
رائع كبير جدا ويحتوي على كل شيء سينما والعاب واوكواريوم ومعظم الماركات والمطاعم متنوعه والمقاهي الجميله انصح به بشده وخاصة للعوائل يوم كامل لن يكفي
",1.0
1583,"روعة الحياة البحرية 
مكان جميل لزيارة العائلة وخصوصا الصغار يمكن الاطلاع على الكصير من انواع الاحياء المائية وكذلك التاريخ البحري التركي متوفر تعليق باكثر من 4 لغات وكذلك مطاعم يمكن ان تعيش اجواء رائعة وترى مخلوقات مميزة ونادرة
",1.0
1584,"بريد الجزائر 
اما بنالسبة لبريد الجزائر موجود في وسط العاصمة الجزائروكذلك تحت هذا المعلم الكبير يوجد ميترو الجزائر ومن خلفه الواجهة الكبرى للبحر او بالاحرى مناء الجزائر
",1.0
1585,"جزء من الكيان المغربي 
يضم المتحف جزء من تاريخ المغرب و اليهود المغاربة الذي استوطنوا المغرب منذ ما يزيد عن الفي سنة المتحف يعطي نظرة عن مجموعة من التقاليد و الازياء التي طبعت طيائع اليهود المغاربة و امتدت منهم الى باقي المغاربة كالصياغة و النقش على الفضة و الخشب و الكسوة الكبير انصح بزيارته
",1.0
1586,"الهقار 
اروع مكان بالجزائر جبال وديان رمال امطار وكل ما يحتاجه السائح
اهلها ببساطتهم لكنهم اجود سكان
السكن مجاني والاكل بثمن معقول
",1.0
1587,"من أجمل الاماكن 
مناظر طبيعية غاية فى الروعة ,أمان,راحة تامة.شواطىء جذابة,استقبال ممتاز,سهولة ويسر فى التنقل.الاستمتاع برؤية المناظر الطبيعية
",1.0
1588,"تيبازة الاثرية 
السلام عليكم بودي أن تتطلعو على مدينة تيبازة الكل موجود فيها زرقة البحر بشواطئه الرائعة الخلابة
والاثار الرومانية الجميلة والتنزهات الجميلة وأماكن خاصة بالمخيمات الجماعية أو الفردية
ومحلاتها المنوعة والخاصة بما تشتهيه الانفس زروها ولا تندمو..........
",1.0
1590,"متحف الجيش 
امابالنسبة لمتحف الجيش كبير جدا وله مدخل كبير ويقع فوق تلت كبير ة تطل على الغابة الحامة وفوقه مقام الشهيد ويرى من كل مكلن في الجزائر اما وسط المتحف يوجد مراحل كبيرة لثورات الجزاير من العثمانيين والفرنسيين الخ..
",1.0
1591,"صنفت’من’بين’اجمل’5حدائق,بالعالم 
كثيرا’ما’سمعت’عن’حدائق’اسطنبول’الجميلة’حتى’زرتها,وشاهدت’بنفسي’اياصوفيا’من’ابهى’المناظر’والحدائق’مشاء’الله’’’’’لاكن’يوم’تزور’حديقةةالحامة’’’تعرف’الفرق’يعجز’اللسان’عن’التعبير’’’والله,والله,هي’الجنة’التى’لا’يختلف’عن’وصفها’اتنين’حمى’الله’ارض’الجزائر’الطيبة’الجميلة
",1.0
1592,"غابة الحامة الرائعة 
الحقيقة انبهرت وانا اتجول في الغابة الجميلة وضلالها الفواحة الهادئة والمناضر الخلابة الكل واحدة تقول لك انا الاجمل .وكذلك المكان الذي يسمى بالنافورة جميل جدا جدا ...وبلا مبالغة ابني لايريد الخروج من الغابة بعد زيارتها وكذا العائلة كبير وصغير
",1.0
1593,"خيال 
مكان رائع تستطيع الهروب اليه من وقت الى اخر للاختلاء فيه مع نفسك خاصة المنظر الرائع المطل على البحر مع رؤية البواخر على البحر خاصة في يوم ممطر تحس نفسك وكأنك في خيال و ما يزيد المنظر بهاءا الكنيسة بالداخل تحس وكأنك بعصر جميل مضى وتبقى مساجد الاسلام اكثر روعة و في الأخير يبقى هذا مجرد رأي الخاص
",1.0
1594,"ولا في الخيال 
من غير الممكن أن يكون لدينا مكان ساحر ومثل الخيال كهذا انه رائع و كانه حلم يسرح بك إلى زمن النبي عيسى عليه السلام أو بالأحرى زمن الأنبياء عليهم السلام
",1.0
1595,"الزيارة التاريخية... 
أرجوكم أعزائي الزائرين لاول مرة للجزائر العاصمة خاصة القصبة المضيافة الباهية ألا ترحلو عن الجزائر بدون زيارتها ..
1أزقتها الضيقة المقصبة بالحجر
2ودكاكينها القديمة كأنك في عهد الثورة
3وتحف عتبات بيوتها القديمة المزركشة من العهد العثماني العريق
",1.0
1596,"الأروع والأجمل هو سانتا كروز وهران 
هو من اجمل ما رأيت في مدينة وهران وما يجذبك من مناظر خلابة وما حولها من طبيعة رائعة ومنظر البحر الجذاب فهي قلعة تم بناؤها أثناء الإستعمار الإسباني فهي تعد موقع استراتيجي لهم من حيث الحماية فهي مرتفعة جدا ويصعب الهجوم عليها من البحر وفيها كنيسة وغيره الكثير فأنا انصح جميع زوار مدينة وهران بزيارة سانتاكروز
",1.0
1597,"مكان ممتاز 
أنصح بزيارت المكان حقا انه رائع هناك العديد من الاماكن الرائعة و الخلابة خاصة الشمس و البحر لا تنسى ان تاخد معك لوازم الصيد
",1.0
1598,"روعه 
لو كل يوم تذهب الي هذا السوق لن تمل منه, مطاعم سوق للمشتريات استعراض كل ما تتمناه للاستمتاع ويفضل ان تذهب له بالمساء خاصة عند غروب الشمس ةالجلوس لشرب الشاي المغربي
",1.0
1599,"حديقة جداً عادية وكانك في الدرعية بالرياض! بل توجد افضل منها في الرباط واقل منها قيمة واكثر اخضرارا منها يعني عشان الفرنسيين فيه 
حديقة جداً عادية وكانك في الدرعية بالرياض! بل توجد افضل منها في الرباط واقل منها قيمة واكثر اخضرارا منها يعني عشان الفرنسيين فيها صارت حلوة؟؟
",-1.0
1600,"تجربة جميلة 
كان لي أكثر من تجربة للسكن في مارينا أكادير في عام 2014 ..
شقق مارينا أكادير مميزة من جميع النواحي : النظافة و الخدمة ، والراحة و الأمان ..
ما يعيب عليها هو أرتفاع الثمن قليلًا .. ولكن في كل الأحوال تبقى جميع رحلاتي ممتعة
ومميزة خاصة بإطلالتها الرائعة على البحر.
",1.0
1601,"أكادير أوفيلا 
أكادير أوفيلا .. يمكنك من خلال هذا الجبل أن تشاهد شاطىء أكادير على طول امتداده ..
أفضل وقت للصعود للجبل من وجهة نظري قبل الغروب .. ويمكن أن تبقى حتى المساء.
",1.0
1602,"مكان جميل 
من اجل التنزه والتعرف على بعض الحيوانات والطيور الجميلة والمتنوعة خاصة بالنسبة للاطفال الذين يمكن لهم ايضا اللعب في الالعاب المتواجدة بعين المكان فقط يجب الاعتناء اكثر ببعض الطيور المصابة
",1.0
1603,"الرحلة كانت رائعة جداا 
السلما عليكم ورحمة الله وبركاته انا اصنح كل خليجي بيشوف التعليق مالي انه بدون مايفكر .. يقوم بحجز الخدمه تقييمي للأخ المرشد رائع ومتفهم جداا .. الرحلة كانت لعائله اخذنا الاخ الى الحمام المغربي والمساج واشترينا بعض الاغراض عند عودتنا  بالنسبه لشراء الاغراض والهدايا كان سريع جدا لأنه ماحد قدر يزيد السعر علينا طالما المرشد معانا محترف ويعرف بشغله جيدا .. الخدمه جيده وممتازة وماوجدنا اي مشاكل  شكراُ وموعدنا في الرحله القادمه
",1.0
1604,"تاريخ عريق 
رائحة التاريخ تملاارجاء المكان الرائع.الحديقة رائعة.تقسيم غرف القصر مذهل.
",1.0
1605,"فالمغرب لا تستغرب ومراكش منطقة جميلة للسياحة 
زرت مراكش وزرت سوق ساحة الفناء صراحة منظر رهيب تجمع غير مسبوق للناس تحس انك في فلم تاريخي وفيها ايضا شلالات اوريكا تبعد 45 دقيقة من مراكش مكان جميل جدا ولديهم مؤكولات مغربية جميلة
",1.0
1606,"ساحة جامع الفنا 
ساحة شهيرة عالميا
بها حوانيت بيع الهدايا و المنتجات المغربية الشهيرة و الملابس الوطنية و السلع اليدوية
المطاعم الشعبية ذات المذاق المميز و المأكولات المغربية الشهيرة
حلقات عرض الحرف و الألعاب الخارقة
أماكن المشروبات الساخنة و الباردة المطلة على الساحة
يمكن قضاء اليوم بالكامل بدون إحساس بالملل
",1.0
1607,"مدينة الجمال 
زيارتها تحتاج لمرشد لأنها شاسعة بمعالمها التاريخية و أزقتها النقية بفضل سكانها..تعتبر من الوجهات السياحية بامتياز..حقا انها رائعة
",1.0
1608,"ياحه فى تطوان 
من اجمل مدن المغرب تطوان
ساحرة الجماللبحر جميل جداا والجبال ساحرة خصوصا ليلا
باقول الى عاوز يتنزة يجى تطوان انها مزهله فعلا ا
",1.0
1609,"مميز 
اروع ما فيه الجلسة المقابلة للنافورةالموقفة عن العمل :/
",1.0
1610,"شامخة شموخ الدار البيضاء 
منرة تنتصب في حي العنق بين مسجد الحسن الثاني و الكورنيش على المحبط الاطلسي شامخة شموخ الدار البيضاء شخصيا اعشق التملي بطلعتها كل فصول السنة لكن لها منظر خلاب خلال غثل الشتاء عندما تكون السماء ملبدة بالغيوم تظفي عليها منظرا خلابا
",1.0
